age,gender,height_cm,weight_kg,bodyFat_,gripForce,sitAndBendForward_cm,situpsCounts,broadJump_cm
38,M,178,68.7,12.9,45.1,20.1,46,230
21,F,162.5,58.1,30.2,26.6,23.5,53,180
26,F,158.9,46.8,21.3,23.9,19.7,51,189
62,F,153.5,52.2,22.6,15.5,14.1,0,88
24,M,174,70.7,14.1,44.9,18.5,57,235
47,F,162.8,65.8,29.8,29,26.1,21,133
21,M,179.1,64,13,34.4,8.3,49,254
30,M,182.7,75.4,10.5,47.9,16.4,49,263
22,F,165,51.8,27.6,28.6,20.4,44,172
21,M,180.6,86.5,22.9,37.2,9.2,41,227
58,F,161.6,53.5,22.8,27.3,20,20,120
64,F,156,49.1,26.6,23.1,3,10,110
29,M,178.6,73.6,18.3,42.4,20.1,32,211
59,F,162,50.84,19.4,31.7,21.9,23,157
46,M,174.5,67.5,14,41.9,15,40,227
22,M,179.2,64.5,14.6,39.2,3.6,56,178
23,M,167.9,66.1,16.9,40.2,25.9,59,259
37,F,170.7,57.5,23.4,29.9,19.7,44,178
60,F,161.9,55,33.2,25.8,12,9,137
24,M,175.3,73.3,17.2,50.6,17.9,61,232
28,M,164.5,66.8,17.6,47.1,25.3,47,227
59,M,174,63.3,12.4,39.2,11.2,36,194
21,F,163.8,66,39.8,25.2,20.2,31,152
39,M,180.3,79.9,14.2,48.5,13.5,44,234
47,M,177.3,80.3,24.3,40.3,14.8,33,161
39,F,147.3,50.7,32.4,22.9,16.8,35,129
26,F,168.4,54.3,26.1,26.9,23.9,40,167
64,F,150.6,57.8,45.6,18,14.5,0,96
27,M,178.7,78.82,25.7,41.5,-8.9,47,202
26,M,168.4,75.7,32,37,9.2,46,167
29,F,168.1,55.9,23.2,29,19,47,159
29,M,171.8,72,22.8,39.7,-8.4,35,210
28,M,172.1,67,17.8,41.1,13.7,50,215
51,M,164.6,62.1,21.9,37,20.5,51,215
43,M,168.9,76.2,23.7,41.5,12.8,34,201
21,M,176.2,70.9,13.8,49.8,8,48,245
23,F,167.1,58.8,28,28.9,19.8,45,166
21,M,173.1,80.1,21.1,44,19.2,59,237
58,F,151.8,59,39,24.5,9.9,9,106
27,M,173.6,75.9,24.3,40.8,-0.7,48,183
51,M,171,77.52,23.6,49.6,25,30,198
38,M,174.5,89.7,29.5,53,6,43,200
21,F,166.6,51.8,24.1,28.8,20.7,60,202
26,M,175.7,77.7,19.6,45.7,14.9,60,233
23,M,179.3,76.4,17.2,46.3,-11.6,50,216
55,F,156.8,52.6,27.6,21.5,24.35,29,122
37,M,184.8,84.4,15.3,58.7,18.4,41,278
29,F,151.8,46.3,29.7,17.8,8.2,29,138
31,M,175.5,87.08,23.5,35.2,12.3,39,193
44,M,178.2,101.2,29.2,48,1.4,38,211
64,M,173.9,62.5,15.3,34.6,12.5,43,170
24,F,159.2,49.3,17.9,28.4,26.3,48,192
26,F,157.7,51.4,19.6,30.1,19.5,49,171
37,F,159.7,53.3,25.1,27,32.7,34,141
35,F,174.7,70.6,30.9,27.6,11,28,167
51,F,156.4,63,37.8,20,15.4,25,144
22,M,180.3,75.14,14.6,51.6,7.6,55,242
26,M,169.2,66.8,13.8,40.3,16,54,225
28,F,153.6,55.5,31.2,20,17.7,45,172
52,F,169,73.9,35.7,14.1,12.5,5,128
40,F,151.9,58.3,29.9,24,13.8,19,131
40,M,179.4,84.1,17.1,41.6,4.7,52,234
29,M,165,86,34.8,37.9,3.5,51,203
64,M,168.5,66.5,28.3,29.6,17.5,38,160
50,M,163,58.3,18.9,38,15.4,38,203
27,M,168.3,71.5,23.2,40.9,8.4,38,229
39,M,175.8,76.2,21.2,44.1,-3.2,46,228
62,M,165.6,62.6,23.3,33.2,14.4,26,168
24,M,172.7,70.6,19.3,49,18.5,45,218
46,M,172.2,71.1,23,44.1,7,38,223
21,F,162.6,64.3,36,26,9.5,47,161
61,F,150.2,47.5,23.6,25.6,22,23,130
28,M,171.1,67.4,18.9,40.7,18.8,46,250
21,M,181.8,72.2,17,48.5,11.8,59,240
63,M,176,62.2,14.8,45,2.4,28,193
60,F,158.6,54.3,27.1,26.3,20.4,30,148
59,F,157.7,61.1,35.7,22.7,14.7,0,127
59,F,154.5,56.8,33.4,15,6.9,10,131
36,M,169.5,70.4,29.2,35.2,1.6,4,180
26,F,156.3,45.9,31.6,17.9,10.4,26,105
63,M,158.6,64.9,27.73,34.4,8.8,25,149
63,M,171.1,68.3,21.3,37.5,22.3,31,212
22,F,163.9,56.2,28.2,26.2,21.3,40,177
23,M,166.6,80.1,28.7,52.5,19.6,39,210
49,M,179.4,79.1,18.2,48.7,13.6,46,208
31,M,173.2,71.7,19.9,44.1,13.7,33,230
36,M,183.6,100.24,18.9,48.7,6.9,49,226
32,M,172.2,70.42,20.5,47.1,15.9,58,227
25,M,169.9,84.06,34.6,37.2,-8.2,24,166
39,F,154.3,51.7,32.3,26.3,15.3,19,135
45,M,174,79.1,14.5,49.3,11.5,48,184
39,M,166.2,54.5,15.9,30.5,27.5,47,231
41,M,165.5,67.8,24.4,31,14.4,48,191
22,M,168.6,70.5,25.2,41.8,6.5,46,215
22,F,157.8,57.9,30.7,28,25.6,47,203
31,F,160.6,56.6,31,30.7,10.4,35,144
24,M,172.2,62.6,13.8,41.6,8.7,43,213
28,M,180.7,73.5,15.5,44.3,18.2,48,246
33,F,153,53.2,35.5,18.9,6.4,11,124
45,F,155.5,62.1,28.2,24.7,23.2,28,165
22,M,174.1,71.5,17.9,40.5,15.8,48,192
27,M,181.2,68.54,9.2,46.1,20.3,48,266
26,M,181.1,84.4,18,54.1,9.5,45,206
62,F,162.3,47.5,28.8,23.5,21.8,9,111
58,F,164.6,56.6,37.1,18.9,8.4,0,90
61,M,169.8,73.7,26.9,39.5,4.2,24,177
42,M,170.8,69.7,9.8,50.3,29,60,237
21,M,164.8,51.7,10.8,36.6,-17.4,54,243
30,F,164.6,57.9,26.1,25.1,25,36,158
32,F,171,79.6,30.5,36.1,30.1,45,205
23,F,162,46,27.4,23.7,28,8,182
27,M,172.3,71,20.2,43.1,24.7,40,207
38,M,189,79.2,14.9,42.2,8,41,258
57,F,164.3,66.1,32.3,26.2,15.9,21,135
36,M,181.2,72.3,17,41.4,10.3,53,215
26,F,159.3,49.8,26.8,30.8,22.6,53,165
47,F,162,61.6,29.1,29.9,-2.3,12,140
22,M,178,83,23.2,48.5,10.9,49,260
62,F,152.4,38.1,11.6,19,21.7,21,121
34,M,177,70.4,18.8,49.4,16.1,55,221
32,M,166.5,67.8,20,41.6,11.4,46,197
36,M,177.3,98,21.9,65.1,15.1,45,223
59,M,170.2,67.3,21,40.4,20,34,158
58,M,175.9,78.5,18.6,53.5,13.2,49,202
28,F,166.7,58.1,18,37.9,24.4,37,198
26,M,168.6,56.78,16.3,34,8.5,40,180
42,M,174.5,77.14,15,46.3,26.2,55,234
23,F,165.5,53.5,19.1,31.8,31.1,50,208
23,F,166.5,57.5,34.1,25.8,18.8,42,178
37,M,173.8,68.4,14.3,43.3,12.7,46,240
27,M,175.8,72.3,17.5,45.5,19.4,53,247
22,F,163.4,75,33.2,31.5,16,39,172
46,M,170.6,70.6,24.1,37.4,8,32,197
38,F,159.6,52.2,28.9,34.3,19.3,39,157
61,F,154.9,46.2,31.3,21.1,5.6,5,76
32,M,177.1,72.9,17.4,52.2,22.5,54,222
63,M,177.2,66.12,14.4,39.6,12.8,44,177
49,F,154.7,55,24.1,25.3,22.4,44,151
28,F,165.3,55.7,26.6,25.1,15,37,157
41,M,181.1,93.3,29.6,41.1,-9.9,20,167
48,M,169.9,79.6,24.1,42.9,4.1,49,166
36,F,147.6,61.4,34.9,23.5,7.5,16,134
29,M,182.7,70.5,12.9,43.6,5.5,43,201
43,M,173,70.3,23,32.1,10.6,42,192
22,M,175.2,86,34,44.3,4.3,0,170
47,M,171.6,80.2,20.7,50,16,45,225
23,M,166.6,61.1,20.2,33.9,6.1,44,230
25,M,178.7,83.4,19.7,53.2,15.9,55,227
29,F,161,52.6,26.6,31.7,13.9,45,178
64,F,164.8,70.5,33.1,27,17,22,120
54,M,166.5,62.6,18.3,43.3,22,33,167
24,M,171.9,68.4,24.5,39.6,7.6,49,203
30,M,180.6,75.7,12.3,47.4,21.2,57,233
23,M,170.6,69.4,17.3,33.6,13.9,55,228
21,F,166.2,47.2,19.8,27.5,23.4,45,153
26,M,178.3,83.1,16.8,50.6,22.1,57,255
58,F,154,47.9,34.7,15.9,19.5,0,101
26,M,178.7,80,19.9,45.2,14.3,51,200
32,M,175.2,82.1,18.8,54.9,21.5,50,250
37,F,165,55.8,21.7,24.9,20,37,157
28,M,176.7,87.9,26.5,39.3,12.2,55,185
26,M,181.9,69.9,11.4,39.3,10.5,63,232
29,M,177.4,70.6,14.5,49.7,22.1,51,227
33,M,178.6,74.5,13.5,52.7,14.2,34,225
64,F,162.1,55.5,34.5,12.6,-4,0,60
56,M,171,73.1,17.3,38.1,8.5,29,183
39,M,179.1,81.1,13.5,51.5,15.4,49,241
62,F,154.4,52.7,36,22.8,14.4,3,101
62,M,167.4,65.7,17.5,40.3,5.7,15,147
22,M,170,67.4,14.2,45,13.2,60,220
22,F,156.9,54.2,24.9,27.1,18.3,41,178
22,M,169.3,72.3,13.3,54.6,13.4,65,240
60,F,153,54.6,31.3,24.5,17.3,20,171
50,M,172.7,73,20.3,44.7,16.2,36,208
31,M,184.3,78.7,18.7,41.8,1.3,62,215
44,F,154.6,55.2,43.6,23.5,13.4,7,129
52,M,164.7,67.1,29.8,31.9,-10,30,182
26,M,174.5,62.4,13.7,34.1,6.4,46,229
22,F,157.1,57.5,30.6,26.8,24.8,36,173
25,M,173.2,69.4,10.8,52.9,22.7,61,235
42,M,175,80.4,27.1,40.6,16,22,210
37,M,174.5,74.4,14.3,47.3,26.8,52,233
35,M,170.9,64.5,24.1,44.1,5.8,50,190
64,M,166.5,60.92,21.7,30.9,4.9,13,143
25,M,170.4,63.4,15.7,41.5,3.9,47,196
60,M,167.3,55.9,8.6,39.6,12.7,48,179
62,F,156.3,60.1,36.58319,26.1,12.7,7,126
24,M,166.9,70.5,23.4,48.9,22.5,58,262
64,M,172.3,81.6,24,45.8,13.1,31,170
63,F,151.8,50.2,32,18.4,24.9,5,130
49,F,153.1,55,31.1,20.9,10.3,22,155
50,M,168.1,78.3,32.6,41.6,16.4,22,156
29,M,168.8,73.4,21,46.4,15.2,54,235
21,M,178.7,70.1,17.4,45.2,10.2,32,188
58,M,161.1,73.1,28.6,31.2,6,40,165
50,M,166.6,74.5,24.7,42.1,11.2,30,192
44,M,181.9,78.6,27.8,35.4,2.4,28,172
38,F,167.2,67.1,21.3,28.7,23,26,152
59,M,165.2,57.8,10.1,36.5,21.8,42,199
60,M,170.5,73.8,21.1,36.8,-5,22,114
34,M,175.2,75.8,14,51.7,14.6,57,247
45,F,158.7,51.8,17.2,21.5,22,44,172
45,M,176,98.5,25.7,46.9,8.9,40,190
40,M,177.1,68.3,14.6,46,17.3,50,256
22,M,179.5,61.6,10.6,43.5,24,50,263
24,F,160.9,59.1,25.7,32.1,25.6,26,150
59,M,176.7,79.2,22.6,46.1,27,27,176
24,M,170.4,85.5,30.8,39.8,7.2,55,184
27,M,180.4,86.5,24.2,44.3,3.1,42,214
29,M,178.1,78.9,11.6,53.6,17.7,52,226
56,F,165.5,58.9,16.1,26.9,34.8,22,163
36,M,169.6,81.3,34.1,35.6,7.2,40,183
32,M,174,77.2,20.1,48,16.5,54,253
51,F,155,57.2,33.5,21,11.7,24,132
26,F,166.9,75.54,34,26.9,19.5,41,164
31,M,173.8,61.9,10.9,43,13.4,47,242
58,F,155.1,62.9,29.2,29.7,29.4,25,120
40,M,173.3,66.3,11.3,33.9,11.3,49,200
28,M,174.3,67.46,16.1,44.6,23.9,57,239
28,M,182,73.1,15.8,45.1,-3.5,46,202
26,M,164.1,66.5,20,37.5,6.2,45,202
25,M,181.3,78.2,18.3,49.2,6.2,39,193
46,M,176.4,69.9,18.1,42.3,25.4,46,214
26,M,178.7,73.04,14.2,40.1,-6.2,51,202
39,M,181.8,82.9,13.1,54,15.2,52,223
44,M,170.6,62.7,14,45.7,15.3,44,191
36,M,173.9,89.2,25.8,51.2,16,40,206
39,M,168.1,63.6,22.9,39.2,4.1,46,195
60,M,168.5,81.4,25.5,37.9,7.3,30,140
31,M,180.8,76.3,11.9,56.1,25.5,56,242
58,F,153.8,55.5,27.3,29.3,15.5,15,114
47,M,165.2,74.9,27.1,40.7,13.7,24,151
27,M,172,68.5,13.6,43.9,18.9,65,264
64,F,153.4,47.4,30.9,21,23.3,18,127
37,F,161,52.8,19.4,29,29.9,27,201
22,F,173.6,57.9,20.6,20.9,14.7,34,154
25,M,174.4,64.6,18.2,42.1,5.5,45,236
56,F,169,53.1,17.8,22.2,4.8,32,147
21,M,187.6,80.7,16.7,40.6,10.3,46,255
26,M,175.3,82.9,18.2,57.2,10.4,53,238
60,F,148.3,46.5,25.8,19.1,8.2,6,60
21,F,164,56.4,25.9,24.1,24.4,40,165
22,F,159.5,55.3,30.8,25.7,22,41,173
48,F,157,58.8,32.3,25.6,21.2,31,168
39,F,161.8,62.1,23.6,24.7,29,35,154
39,M,178.7,65.1,18.2,48.3,15.7,39,208
29,M,169.3,76.8,20.8,52.6,21.2,40,212
62,F,160.6,69.28,28.8,27.4,23,34,118
26,F,160.6,53.4,32.4,24.8,24.4,37,128
63,F,153.1,56.3,35.9,17.2,7.5,2,70
62,F,145,50.2,33.3,23.5,21.8,18,129
21,M,175.5,73.5,21.9,44.6,16.5,47,215
37,M,177.6,76.1,20.8,46,16.3,36,176
23,F,161,52.5,28.7,21.9,24.8,41,184
27,M,173.8,69.9,24.9,44.2,12.5,48,187
26,M,167.1,67.4,18,43.9,12.5,48,229
58,F,167.6,68.6,32.4,30.4,17.6,26,161
21,F,160,52.1,26.8,21.9,21.9,49,178
52,F,149.6,46.56,25.1,22.5,7.1,18,156
27,M,178.2,68.6,14.7,40.7,19.3,39,223
25,M,176.4,68.54,14.5,39.1,17.2,58,187
37,F,167.6,67.4,36.5,26.6,14.5,29,144
57,F,157.8,63.4,38.8,28.9,5,0,137
40,M,181.5,83.5,22.6,48,15,52,217
21,M,178.1,67.9,10.2,40.7,10.1,46,240
46,F,156.2,60.8,36,20.7,11.5,22,136
25,F,160.2,49.52,30.4,20.9,12.1,36,138
29,M,165.3,69.6,16.9,43.9,16.8,63,245
62,F,154.9,55.36,36.9,22.7,14,9,138
26,F,155.3,57.1,34.3,23,21,28,162
36,M,171,80.9,27.8,43.2,23.3,45,203
46,M,170.7,79.2,23.5,44.3,14.8,43,198
31,M,185,68.7,13.3,36.4,10.7,53,244
58,F,162,52,21,27,5.2,28,124
32,M,174.1,74.4,17.2,52.5,-7.2,48,214
34,M,178,88.4,32.7,61.6,17,43,188
38,M,178.2,90.7,21.6,56.4,3.6,50,211
59,F,143.7,54.6,36.6,19.6,21.2,20,120
31,F,162.7,47.9,18.8,21.8,21.2,47,187
21,M,164.2,58.5,17.2,42.8,21.5,41,197
31,M,172.1,84.8,25.6,50,15.3,41,242
60,F,159.7,58,33.1,25,17,20,131
47,M,168.2,72.3,30.4,40.4,6,30,177
21,M,173.4,66.2,17.7,35.2,12.5,43,211
55,F,161.6,60.9,33.7,22.9,21.8,22,154
37,M,177.7,66.9,16.9,36.9,16.7,48,218
56,F,152.3,46.7,18.4,30.2,24,43,140
40,M,177.5,86.6,24.8,51.6,16.1,43,237
36,M,170.2,60.7,22,45.4,7.8,46,229
46,F,166.1,66.3,38.8,22.6,18.5,28,130
21,M,174.3,71.1,14.6,37.9,11.2,53,223
21,M,174.3,95.4,28.1,46.2,19.3,29,220
22,M,170,73.3,18.3,39.6,18.3,58,221
54,F,152.3,48.2,25.4,20.3,26,26,136
57,M,164.9,52.7,17.9,34.2,4.8,30,178
47,F,157.6,52.4,30.2,17.7,15.4,31,126
26,F,161,48.6,25.7,29.9,23.6,50,169
62,M,168,66.9,20.6,37.2,7.7,40,152
44,M,155.7,52.2,20.9,37.5,17.5,48,226
36,M,178.2,76.7,15.2,53.5,16.5,63,150
57,M,172.4,69.1,21.1,33.8,6.3,31,181
29,M,173,71.7,13,51.9,19.8,46,244
28,M,177.1,83.4,16,52.7,16.3,62,233
23,M,174.8,60.8,12.5,38.6,20.1,56,221
37,M,173.3,68.8,22.3,49.2,15.5,57,249
49,F,155.6,51.5,23.6,22.2,21.1,24,158
24,M,178.5,70,13.8,44.1,17.2,59,223
25,F,157.7,52.62,33.6,19.9,25.8,45,153
47,M,174.1,82.4,30.3,36,5.3,51,205
24,M,173,62.4,13.9,34.9,14,31,188
63,M,171.3,65.6,23.2,41,5.4,26,172
38,M,172.1,66,13.6,55.2,25.5,70,220
59,M,171.5,72,21.3,40.6,16.6,32,182
39,M,176.7,83.4,25.3,50.9,20.7,40,213
27,M,180.6,75.4,18.4,46.1,5.7,47,222
22,F,162.9,76.1,37.9,33,29,40,207
22,M,183.7,74.4,10.9,44.8,11.5,66,222
48,M,180.7,95.7,19.5,42,1.6,38,208
52,M,171.4,67.1,20.3,43.8,5.4,39,200
55,F,156.5,57.2,32.9,24.4,17.1,28,118
60,M,177.4,65.6,13.2,50.1,16,26,193
51,M,172.2,72.2,14.7,48.8,13,55,222
24,M,186.2,82.5,22.2,33.3,5,52,206
30,F,159.6,49.24,22,24.8,23.9,36,162
33,M,174.8,83.4,24.3,45.4,6.3,58,215
36,M,170.7,75.1,17.3,53.3,16.6,44,240
25,M,173.6,72.9,12.3,51.4,15.9,60,260
27,M,177.4,72.5,12.1,55.3,17.5,63,261
36,M,170,71,19.9,45.8,20.6,71,234
50,M,169.5,87.8,29.7,53.6,17.4,36,204
21,M,173.2,65.78,18.7,37.3,19.7,61,251
35,M,177.9,73.6,21.4,45.4,17.9,58,219
34,M,174.9,83.3,29.4,47.9,15,40,211
25,M,182.5,72.2,10,59.2,22.5,34,210
27,M,172.4,61.6,13,46,13.3,48,230
51,F,161.5,57,26.7,27.3,21.1,38,155
31,M,179.7,85.5,26.8,46.3,1.7,48,172
25,M,171.4,85.7,28.7,41.1,3.6,40,215
47,M,166.7,61.7,14,45.4,22.5,55,222
41,F,161.1,68.7,35.5,22.2,-7.6,17,145
63,F,154.9,49.4,26.5,24.8,21.8,17,75
56,F,155,50.4,31.8,18.6,14,23,144
42,M,179.7,70.8,13.4,48.2,11.4,51,225
21,M,176.1,68.4,17,41.7,9.7,47,219
52,M,172.4,71.3,23.6,42.3,10,34,200
60,M,161.6,47.3,3.5,32,13.3,22,156
23,M,165.3,58.2,11.2,29.5,19.2,51,233
60,M,168,62.6,20.4,37.4,6,32,159
37,M,183.6,83.9,13.8,49.4,3.3,38,237
36,F,152.4,47.4,29.3,18.4,5.9,12,142
52,M,171.5,73,28.9,47.4,14,26,204
42,M,170.6,63.8,16.3,61.4,13.9,47,216
59,F,164,58.7,29.5,25.2,21.2,23,135
21,F,171.2,62.9,31.9,28.6,17,60,185
56,F,157.1,51.4,27.5,25.3,11.1,29,120
21,F,162.1,49.6,21.2,21.3,28.2,38,166
59,M,173.6,74.6,21.4,35.6,17.7,38,172
27,M,177.2,73.2,14.8,47,23.8,55,245
58,M,175.7,81.5,24.4,41.8,18.8,36,210
21,F,159.1,57.4,24.2,30.5,21.2,51,179
47,M,172.2,82.9,22.9,46.3,10.2,38,190
40,M,180.7,83.16,18.8,53.6,14.2,55,223
32,M,186.6,88.32,17.9,51.9,12.5,51,197
34,M,176.9,78.54,26.8,43.7,14.8,47,221
60,F,156.7,55.5,32.3,22.2,18.5,23,140
44,F,169.4,55.6,10.9,29.7,26.8,41,182
33,M,180.8,96.7,30.1,54.4,19.3,45,231
38,M,172,76,29.5,40.4,9.9,34,223
21,M,167.7,74.1,24.6,45.9,15.8,48,222
37,F,163.5,52.7,27.2,34.4,-8.2,31,135
30,M,179,82.8,19.9,55.2,17.6,45,224
25,M,173.3,74.08,19.9,47.6,12.5,48,202
21,F,160.2,59.82,27,28.9,17.6,52,185
27,M,174,71.4,15.2,49.8,11,46,229
22,M,163.5,68.1,19.8,41.4,-2.7,39,220
22,F,166.6,77,34.2,35.2,22.2,46,173
28,M,168.4,68.9,16.9,42.7,20.3,64,229
25,M,170.8,64.1,15.8,48.4,18.6,47,244
56,M,161.1,60.6,22.2,32.8,14.1,32,155
55,M,169.6,67.3,21.6,35,17.5,32,183
35,M,172.2,73.3,12.5,47.4,21.4,53,249
25,M,171.5,86.1,24.9,41.1,8.3,56,203
45,M,171.8,91.18,31.1,48.2,13.7,36,185
43,F,171.3,67,32.7,25.9,17,25,150
27,F,157,49.1,30.7,27.7,19.7,51,167
30,M,178,57.02,16.6,44.1,20.3,45,224
53,M,177.6,73.36,26.8,45.1,-3.2,9,151
24,F,157.7,53.3,26,26.2,21.4,45,167
63,M,173.3,73.8,18.9,49.4,13.3,32,186
26,M,165.8,62,17.3,35.7,3.6,52,199
43,F,160.1,53.3,28.1,28.1,11.4,28,147
30,F,157.1,55,28.1,28,18.3,35,149
28,M,176.4,66.6,9.5,44.7,18.8,61,262
29,M,179.1,74.1,18.8,42.1,18.6,55,229
62,M,175.1,63.4,20.6,41.2,16.2,30,181
31,F,151,48.3,22.8,28.1,21.7,34,158
38,F,164.4,57.1,26.1,25.4,16.8,26,157
64,F,154.1,62.3,39.3,24.9,17.2,0,116
26,F,167.7,50.1,16.9,25.7,27.3,34,174
50,M,171.9,66.7,20.2,43.6,19.2,36,195
29,M,173.2,98.1,32.5,59.6,10.1,45,215
64,F,154.2,58.52,30.2,24.6,16.9,24,135
30,F,162.1,58.4,19.5,27.6,17.9,59,186
40,M,178.8,81.2,16.3,53.8,11,63,240
63,M,162.2,71.8,23.8,30.7,16.8,32,192
62,F,156.2,57.72,34.8,20.4,23.7,12,125
29,M,177.2,64.9,15.2,50.6,8.3,48,220
54,F,160,52,29.6,32.1,22,15,160
21,F,161.7,58.7,28.7,25.1,16.9,44,165
51,F,153.2,48.6,20,28.6,25.7,28,178
64,M,168.5,66.4,23.8,34.7,9.5,20,180
24,M,184,82.3,16.2,49.4,25.4,65,219
55,F,159.7,55.1,26.3,20.9,24.4,27,153
61,F,162.4,60.4,32.6,17.9,11.6,12,129
27,M,169.2,64.5,12.3,47,17.4,49,241
63,F,161.7,57.6,31.2,19.9,9,20,131
22,F,166.5,53.8,23.5,22.3,19.5,32,203
49,F,161.2,60.3,28,33.5,15,36,164
21,F,160.4,53.8,27.5,25.1,21.7,41,184
26,M,168,64.4,8.9,43.5,18.5,53,244
45,M,179.6,80.8,14.3,50.4,22.5,56,258
30,M,169.9,76,24.3,43.1,13.7,42,222
63,M,166.5,76.5,29.4,45.7,15.2,34,159
29,M,176.5,73.7,11.5,35,10.9,62,208
36,F,161.4,72,42.7,28.1,14.5,11,154
58,F,165,67.2,28.2,20.8,10.3,6,107
29,M,184.6,82.6,23.3,34,-8.1,36,196
28,M,182.1,89.3,19.6,50.4,13.8,55,243
25,M,176.8,81.5,10.3,51.1,18,65,239
30,M,170.7,70.3,18.8,49.5,22.3,47,224
30,F,166,59,25.1,24.2,18.7,42,186
62,F,158.5,46.6,19.5,18.1,23.1,25,101
27,M,187.1,101.7,26.9,39,27.4,39,187
31,M,172.5,69,26.5,36.4,16.8,36,184
23,M,175.5,67,11.2,40.7,16.8,56,258
26,M,175,75.2,18.5,41.9,18.7,52,251
24,M,183.1,73.9,17,50.9,18.9,43,241
21,M,172.1,66.2,14.8,43.1,28.2,56,283
60,F,149.1,63.3,42.7,23.8,21.6,3,118
21,F,168.9,74.8,34.6,32.7,15.9,40,182
34,M,177.7,88.5,28.7,48.2,5,50,217
64,F,155.3,55.72,36.3,30.1,13.2,4,108
29,M,179.2,73.3,11.7,52.5,24.7,54,249
30,M,169.6,75.9,19.7,47.8,17.5,51,217
46,F,166.4,67.2,26.8,24.4,8.3,32,162
61,M,167.3,67.3,23.2,38.3,-2.3,18,166
25,F,155.3,60,32.2,33.2,21.7,48,200
21,M,173,65.7,16,43.3,18.5,50,248
47,F,161.6,55,31.2,22.6,-1.4,10,130
26,M,172.3,83.9,22.5,46.5,15.4,44,254
63,M,165.7,69.5,28,35.6,3.3,33,154
26,F,160.3,58.6,28.3,25.2,10.4,32,184
33,M,170.3,68,20.3,45.7,18.6,49,222
41,M,173.7,71.8,23.6,37,4.1,35,212
29,M,175.4,88.8,12.1,54.4,29.6,58,264
64,F,166,59.3,35.3,23.2,15,15,115
26,F,160,60.06,27.5,34.5,26.4,52,165
21,F,167,56.9,22.6,29.4,22.3,37,179
63,M,168.3,52.6,8.5,42.4,14.1,23,159
41,F,161,60.5,29.6,25.7,21.4,32,131
39,F,163.8,73.3,38.8,35.1,12.4,9,125
23,F,157.3,52.4,27.2,22.8,25.7,55,186
31,F,162,48.9,22.5,22.7,18,40,164
34,M,174.7,78.6,15.6,55,24.8,51,237
24,F,159.1,57.3,24.6,27.4,27.4,36,163
40,F,157.1,61.1,25.8,29.1,21.2,34,166
59,M,166.8,57.9,13,40.1,14.3,34,180
41,F,157.1,62.72,29.5,31.8,24.8,27,170
21,M,167.1,59.9,19.5,31.7,12.7,44,218
21,F,163.6,52.1,29.6,27,15.9,47,162
31,M,171.3,61.4,17.6,35.6,2.3,44,184
36,M,178.4,88.2,21.6,44.1,22.7,50,233
25,F,159.7,51.8,21.7,24.3,21.9,34,192
25,M,176.6,80.9,24.5,35.4,8.9,48,211
61,M,160,61.2,17.8,40.5,19.1,45,194
62,F,154.3,51.2,31.6,26,20.8,26,129
55,F,152.6,57.3,34.3,26.5,21,13,124
22,M,181.2,123,42.7,41.6,5,36,177
23,M,175.7,93,25.7,64.1,11.6,46,211
62,M,165.6,68.9,33.5,33.3,12.5,10,170
38,F,169.1,64,16.6,33.6,19.9,46,165
60,F,160.1,63.9,32,23,13.8,12,106
22,F,158.2,55,24.5,29.8,23.2,47,185
27,F,159.9,59.9,31.8,31.6,28.2,37,180
46,M,177.3,100.6,36.5,37.8,-20,30,180
22,M,171.8,81.2,29.3,35.5,3.6,35,169
45,M,170.4,71.08,17.9,41.3,14,57,225
35,M,177.6,73.2,19,47.4,10.8,34,240
28,F,164.5,48.9,15.7,30.8,23.2,42,186
27,M,176.7,78,27.3,47.2,13.6,33,238
21,M,180.1,62.3,9.2,42,12.1,46,251
35,M,169.1,78.12,21.5,37,17.4,52,229
60,M,173.8,76.1,21.7,49,14,42,190
23,M,173.7,78.5,12.7,52.9,18,57,233
54,M,169.7,64.5,17,33.5,20,15,187
41,M,169.1,78.4,23.1,47.1,6.4,44,177
21,F,165.3,61.5,26.1,24.6,20,24,153
22,F,160.7,54.7,26.6,30.6,21.4,24,179
22,M,163.9,67.7,32.6,27.2,5.1,38,152
53,F,161.8,61.7,33.6,27.1,16.3,16,134
63,M,168.4,86.1,32.4,36.2,-6.4,2,166
44,M,185,83,11,53.3,28.5,38,241
26,F,168.5,78.24,35.3,35.7,21.5,53,161
48,M,174.1,86.1,28.5,44.9,1.9,30,224
64,F,158.6,52.7,28.9,21.1,25.5,21,126
29,M,171.9,60.3,26.7,32.8,-8.4,31,191
44,M,180.3,90.2,29.8,44,2.4,30,214
30,M,168.6,69.64,21.9,43.7,20.9,59,242
27,F,167.5,70.48,29.1,28.7,25.3,42,167
57,M,162.7,61.1,24.2,37.9,10,24,177
64,F,163,65,30.67352,34.9,17.5,13,155
38,M,170.1,69.6,23.4,51.7,9.9,53,200
21,M,178.4,75.4,22,40.6,17.6,52,201
22,F,160.7,63.3,38.6,25.6,17.6,27,181
28,F,174.4,69.2,20.3,36.9,27.8,38,175
21,M,170,62,17.1,38.4,18.5,50,230
50,M,167.1,74.4,14.5,47.6,18.9,64,227
48,M,179.4,87.7,22.6,45.8,14.8,51,216
